priority,reason,vqa_id,image_id,split,qtype,llm_decision,human_decision,confidence,failure_flags,rationale_short
P0,human_llm_disagreement,7513,image001341,test,flavor_profile,DROP,KEEP,high,pass_disagreement;triple_misaligned_with_visual_context;unsupported_food_fact;wrong_gold_answer,"P1: Question matches the image and flavor-profile qtype, but the main chả cá with mắm tôm/herbs is best described as salty-pungent and savory, not 'vị ngọt dai thanh tao'. | P2: Triple phù hợp với món chả cá trong chảo và hỗ trợ trực tiếp lựa chọn hương vị 'ngọt, dai' của đáp án C. | P3: The image and question emphasize chả cá eaten with mắm tôm and herbs, making A more plausible than C; prior verifier outputs also directly disagree."
P0,human_llm_disagreement,7518,image001342,test,flavor_profile,DROP,KEEP,high,ambiguous_visual_evidence;no_clear_correct_choice;pass_disagreement;unsupported_triple;wrong_answer,"P1: Image and question match chả cá, but the gold answer 'vị ngọt đậm, dai giòn' is not the characteristic flavor; the dish is more savory/aromatic/rich with fish sauce, herbs, turmeric, and peanuts. | P2: Triple correctly captures the characteristic sweet and chewy flavor/texture of chả cá and supports choice D for this VQA. | P3: Passes disagree, and answer D relies on an unsupported flavor triple; chả cá is not most characteristically 'vị ngọt đậm, dai giòn', with no clear correct option provided."
P0,human_llm_disagreement,8297,image000698,test,flavor_profile,DROP,KEEP,medium,answer_questionable;multiple_plausible_choices;pass_disagreement;question_subjective;subjective_flavor_question;unsupported_triple_fact,"P1: Question correctly points to the top-left mushroom dish, but its flavor cannot be verified visually and the saucy stir-fry may be more đậm đà than thanh đạm. | P2: Triple đúng món nấm xào ở góc trên bên trái và hỗ trợ trực tiếp đáp án vị thanh đạm. | P3: Không nên silently accept vì hương vị của nấm xào không thể xác minh bằng ảnh, và món xào có sốt có thể là thanh đạm hoặc đậm đà."
P0,human_llm_disagreement,8332,image000716,test,flavor_profile,DROP,KEEP,medium,ambiguous_condiment;ambiguous_visual_reference;answer_mismatch_risk;irrelevant_triples_used;pass_disagreement;wrong_answer,"P1: Câu hỏi khớp vị trí gà luộc nhưng chén gia vị ở trung tâm phía dưới dễ là tương ớt hoặc muối tiêu chanh; khi kết hợp không thể là 'vị ngọt thanh tự nhiên', nên đáp án vàng không đúng. | P2: Triple về Gà luộc có vị ngọt tự nhiên là đúng và hỗ trợ đáp án C, nhưng câu hỏi nhắc gia vị ở trung tâm phía dưới có thể là tương ớt/muối tiêu chanh nên đáp án khá mơ hồ. | P3: Không nên giữ vì câu hỏi phụ thuộc vào chén gia vị mơ hồ ở trung tâm phía dưới, trong khi triple chỉ nói vị tự nhiên của gà luộc và không hỗ trợ phần 'kết hợp với gia vị'."
P0,human_llm_disagreement,8552,image000847,test,flavor_profile,DROP,KEEP,medium,ambiguous_flavor;leading_question_context;multiple_plausible_answers;pass_disagreement;subjective_flavor;unsupported_food_fact;weak_gold_answer,"P1: The image location is correct, but the flavor question is subjective: upper-right is boiled chicken, while answer A seems driven by the grapes rather than the chicken. | P2: Triple đúng và phù hợp: gà luộc ở góc trên bên phải thường có vị ngọt tự nhiên, khớp với đáp án A. | P3: REVIEW vì câu hỏi hương vị mang tính suy đoán, đáp án A bị ảnh hưởng bởi nho, và hai pass trước không thống nhất."
P0,human_llm_disagreement,8666,image000928,test,flavor_profile,DROP,KEEP,high,choice_type_mismatch;multiple_plausible_choices;pass_disagreement;spatial_flavor_leap;unsupported_food_fact;wrong_gold_answer,"P1: Question generally matches the image and food items, but gold answer D is not the best flavor profile; it mixes taste with texture, while A is more plausible for chả cá with lạc and mắm tôm. | P2: Triple correctly supports the selected flavor profile for chả cá in this VQA. | P3: DROP vì đáp án D dựa trên triple hương vị không chắc chắn, trộn vị với kết cấu, trong khi A hợp lý hơn với chả cá, lạc rang và mắm tôm; Pass 1 và Pass 2 cũng mâu thuẫn."
P0,human_llm_disagreement,10366,image001971,test,flavor_profile,DROP,KEEP,high,irrelevant_support;pass_disagreement;unsupported_food_fact;wrong_subject,"P1: Question correctly identifies the light green soup near the orange carrot juice and sliced boiled meat; its main flavor is plausibly light/mild, and the other flavor choices are distinct. | P2: Triple không hỗ trợ đúng món được hỏi; câu hỏi cần đặc điểm vị của canh cải màu xanh lá nhạt, không phải thịt luộc. | P3: DROP vì triple dùng sai món: hỏi Canh cải nhưng bằng chứng lại là flavorProfile của Thịt luộc; Pass 1 và Pass 2 cũng mâu thuẫn."
P0,human_llm_disagreement,10533,image002064,test,flavor_profile,DROP,KEEP,medium,choice_type_mismatch;incomplete_triple_support;ingredient_context_ignored;multiple_plausible_choices;pass_disagreement;wrong_gold,"P1: Câu hỏi đúng món cá chiên bên trái trên xoài xanh, nhưng đáp án D thiên về kết cấu/béo ngậy và bỏ qua vị chua của xoài; các lựa chọn không đồng nhất kiểu hương vị. | P2: Triple correctly supports the fried fish dish's dominant crispy and rich/fatty flavor profile, matching choice D. | P3: Không nên chấp nhận âm thầm vì Pass 1 và Pass 2 mâu thuẫn, và đáp án D chỉ dựa vào cá chiên mà bỏ qua xoài xanh được nêu trực tiếp trong câu hỏi."
P0,human_llm_disagreement,266,image001333,test,food_pairings,DROP,KEEP,high,ambiguous_choices;pass_disagreement;unsupported_triple_for_image;visual_answer_conflict;wrong_gold,"P1: Question matches the image, but the visible/listed dipping sauce is nước mắm, so gold answer C mắm tôm is not supported and A is also a plausible/correct choice. | P2: Triple correctly supports the VQA: thịt ba chỉ luộc is traditionally served with mắm tôm, matching answer C. | P3: Không nên chấp nhận vì ảnh hiển thị nước mắm/nước mắm tỏi ớt và cả A lẫn C đều có thể hợp lý, trong khi hai pass trước mâu thuẫn nhau."
P0,human_llm_disagreement,924,image001412,test,food_pairings,DROP,KEEP,medium,choice_ambiguity;multiple_plausible_answers;not_visually_grounded;pass_disagreement,"P1: Question matches the image and A is plausible for thịt kho, but dưa giá and củ kiệu are also traditional pairings, so choices are ambiguous. | P2: Triple is factually correct and directly supports the VQA: thịt kho is commonly served with cải chua to balance richness. | P3: Không nên chấp nhận vì các đáp án đồ chua như cải chua, dưa giá và củ kiệu đều có thể hợp lý với thịt kho, và hai verifier đang bất đồng."
P0,human_llm_disagreement,1106,image001536,test,food_pairings,DROP,KEEP,medium,irrelevant_triple;multiple_plausible_choices;pass_disagreement;wrong_subject,"P1: Question correctly identifies the brown dish as sườn xào chua ngọt on the left tray, and cơm trắng is the best traditional pairing though other side dishes are somewhat plausible. | P2: Triple points to the correct pairing target but supports the wrong dish for this VQA. | P3: Route to REVIEW because the supporting triple is for Canh Chua instead of Sườn xào chua ngọt, and the prior verifier passes disagree."
P0,human_llm_disagreement,1390,image001682,test,food_pairings,DROP,KEEP,medium,ambiguous_pairing;multiple_plausible_answers;pass_disagreement;unsupported_specific_pairing;visual_evidence_insufficient,"P1: Món ở góc dưới phải đúng là thịt ba chỉ luộc; mắm tôm là đáp án hợp lý nhưng nước mắm tỏi ớt cũng là gia vị chấm rất phổ biến nên lựa chọn chưa hoàn toàn đơn nhất. | P2: Triple correctly links the bottom-right boiled pork belly dish to mắm tôm, matching the VQA answer and traditional pairing. | P3: Không nên silently accept vì thịt ba chỉ luộc có thể chấm mắm tôm hoặc nước mắm tỏi ớt, ảnh không hiển thị gia vị chấm, và Pass 1/Pass 2 đang bất đồng."
P0,human_llm_disagreement,2618,image002186,test,food_pairings,DROP,KEEP,high,ambiguous_food_pairing;ambiguous_pairing;incomplete_triple_support;multiple_correct_choices;pass_disagreement,"P1: A is plausible for pho, but B is also a traditional and visible accompaniment, so the choices contain multiple correct answers. | P2: Triple đúng và phù hợp: phở thường được phục vụ kèm rau thơm, hỗ trợ trực tiếp cho đáp án A. | P3: Không nên chấp nhận vì A và B đều là món/ nguyên liệu ăn kèm phở hợp lý, đồng thời hai lượt kiểm định trước mâu thuẫn nhau."
P0,human_llm_disagreement,2817,image002334,test,food_pairings,DROP,KEEP,medium,ambiguous_pairing;answer_incorrect;pass_disagreement;position_mismatch_in_question;spatial_mismatch,"P1: The soup is to the right/upper-right of the rice pot, not to its left; several listed foods could also pair with rice. | P2: Triple đúng và hữu ích vì canh chua thường ăn cùng cơm trắng, nhưng câu hỏi có vẻ sai vị trí vì tô canh nằm bên phải niêu cơm trong ảnh. | P3: Reject vì đáp án D đúng về pairing với cơm nhưng sai vị trí: tô canh nằm bên phải niêu cơm, không phải bên trái."
P0,human_llm_disagreement,3516,image000596,test,food_pairings,DROP,KEEP,high,answer_type_cue;choices_not_same_type;pass_disagreement;visual_evidence_partly_inferred,"P1: Question and gold answer fit the image: nem rán is typically paired with nước mắm pha, but the choices mix condiment, side dishes, and soup, making A too type-obvious. | P2: Triple is factually correct and directly supports that nem rán is traditionally served with nước mắm pha. | P3: Route to REVIEW because Pass 1 and Pass 2 disagree, and the answer is made too obvious by the condiment wording while the choices mix different food types."
P0,human_llm_disagreement,3579,image000637,test,food_pairings,DROP,KEEP,high,ambiguous_negative_condition;ambiguous_pairing;answer_conflict;choices_not_same_type;irrelevant_or_incomplete_triple;pass_disagreement,"P1: Gold B is plausible for phở, but fresh herbs/greens also appear with or are traditionally served with bánh xèo/chả giò, so the 'không xuất hiện' condition is false/ambiguous; choices are not same-type. | P2: Triple đúng và hữu ích: phở thường được ăn kèm rau thơm tươi, phù hợp với đáp án B. | P3: Reject: đáp án B có thể đúng với phở, nhưng điều kiện 'không xuất hiện trong các món chiên rán' sai/mơ hồ vì bánh xèo/chả giò thường ăn kèm rau và ảnh cũng có rau xanh gần món chiên."
P0,human_llm_disagreement,4307,image000332,test,food_pairings,DROP,KEEP,high,answer_mismatch;irrelevant_triple;pass_disagreement;weak_support,"P1: Question matches the image and food_pairings context; herbs and bean sprouts are visibly served with the bun thit nuong and are the only correct choice. | P2: The question asks which accompanying ingredient balances grilled meat and noodles; the supporting triple should point to herbs and bean sprouts, not the fish sauce. | P3: Answer A is visually plausible, but triples_used support the dipping sauce rather than the herbs and bean sprouts, and Pass 1/Pass 2 disagree."
P0,human_llm_disagreement,4652,image001954,test,food_pairings,DROP,KEEP,high,ambiguous_spatial_reference;irrelevant_or_insufficient_triples;multiple_correct_choices;pass_disagreement,"P1: Gold answer is visually correct, but choices B and D both refer to the nem ran, so there are multiple correct answers. | P2: Triple is factually correct and relevant: nem rán is shown with nước mắm dipping sauce in the image. | P3: Reject: B and D duplicate nem ran, the spatial cue may point to bun instead, and the verifier passes disagree."
P0,human_llm_disagreement,6732,image001408,test,food_pairings,DROP,KEEP,medium,ambiguous_dipping_sauce;answer_not_visually_verifiable;multiple_plausible_choices;pass_disagreement;triple_not_sufficient_for_visual_answer;visual_ambiguity,"P1: The image shows a red/dark dipping sauce, but it is not clearly identifiable as nước mắm gừng; tương ớt ngọt or another chili-based sauce is also plausible. | P2: Triple đúng và hữu ích: cơm gà thường được phục vụ kèm nước mắm gừng, phù hợp với câu hỏi và đáp án D. | P3: REVIEW vì nước chấm màu đỏ trong ảnh không đủ rõ để xác định là nước mắm gừng; tương ớt ngọt cũng hợp lý và hai verifier đã bất đồng."
P0,human_llm_disagreement,7018,image001633,test,food_pairings,DROP,KEEP,medium,ambiguous_answer;multiple_plausible_choices;pass_disagreement;triple_may_bias_answer;visual_evidence_ambiguous,"P1: Câu hỏi khớp món xôi xanh trong ảnh, nhưng 'Dừa nạo' và 'Nước cốt dừa' đều hợp lý để tạo vị béo truyền thống nên đáp án không đủ rõ. | P2: Triple correctly links the green xôi vị lá dứa in the image/VQA to dừa nạo, matching the correct answer and traditional pairing. | P3: REVIEW vì đáp án A và D đều hợp lý cho xôi vị lá dứa, ảnh không xác nhận nguyên liệu kèm, và hai pass trước bất đồng."
P0,human_llm_disagreement,7152,image001790,test,food_pairings,DROP,KEEP,medium,answer_not_in_image;generic_triple_overrides_image;image_answer_mismatch;image_pairing_mismatch;pass_disagreement;unsupported_visual_pairing,"P1: Món tôm rim thịt đúng là ở góc dưới bên phải, nhưng trong ảnh ăn kèm cơm hoa đậu biếc chứ không phải cơm trắng, nên đáp án vàng không khớp với food_items/image. | P2: Triple correctly supports that tôm rim thịt, a salty braised dish at the lower right, is commonly eaten with rice; among choices, cơm trắng is the appropriate pairing. | P3: Ảnh cho thấy tôm rim thịt ăn cùng cơm hoa đậu biếc chứ không phải cơm trắng, trong khi hai pass trước cũng mâu thuẫn nên cần REVIEW."
P0,human_llm_disagreement,7276,image001235,test,food_pairings,DROP,KEEP,high,choice_not_same_type;irrelevant_triples;multiple_plausible_choices;pass_disagreement;wrong_support,"P1: Question and answer match the image; canh bí xanh is the best answer, but choice D 'Món ăn khác' is not a same-type concrete food option. | P2: Triple không hỗ trợ đáp án C; cần tri thức về canh bí xanh ăn kèm cơm để làm dịu vị mặn/khô. | P3: Do not silently accept: supporting triple is irrelevant to answer C, prior passes disagree, and cucumber is also a plausible balancing side."
P0,human_llm_disagreement,7337,image001251,test,food_pairings,DROP,KEEP,medium,ambiguous_choices;irrelevant_triples_used;multiple_plausible_answers;possible_visual_label_ambiguity;weak_answer_support,"P1: Câu hỏi phù hợp ảnh, nhưng cả bò kho tàu và ba chỉ luộc đều có thể dùng với cơm trắng và su hào xào cà rốt, nên lựa chọn không thật sự đơn nhất. | P2: Triple đúng về món xào ăn với cơm nhưng không đủ hỗ trợ chọn đáp án A; cần triple về bò kho tàu ăn kèm cơm trắng. | P3: Không nên chấp nhận silently vì cả bò kho tàu và ba chỉ luộc đều hợp lý để ăn với cơm trắng, trong khi triple chỉ nói su hào xào cà rốt ăn với cơm và không chứng minh đáp án A."
P0,human_llm_disagreement,7633,image000942,test,food_pairings,DROP,KEEP,medium,ambiguous_visual_evidence;answer_not_in_food_items;choice_type_mismatch;pass_disagreement;weak_visual_grounding,"P1: Gold answer is plausible for gà luộc, but C is a condiment while other choices are dishes and it is not listed in food_items. | P2: Triple đúng và hỗ trợ trực tiếp đáp án: gà luộc thường ăn kèm muối tiêu chanh, phù hợp với chén gia vị trong ảnh. | P3: Route to REVIEW because the answer is a condiment not in food_items, visual evidence for muối tiêu chanh is ambiguous, and the two verifier passes disagree."
P0,human_llm_disagreement,7642,image000945,test,food_pairings,DROP,KEEP,high,ambiguous_pairing;answer_not_visible;choices_not_in_image;external_knowledge_only;pass_disagreement,"P1: Question references the chicken correctly, but the gold answer and all choices are not visible food items in the image, making the pairing ambiguous. | P2: Triple correctly supports the VQA answer: gà rang muối is commonly served with rau sống to balance flavor, even though rau sống is not visible in the image. | P3: Reject because the answer and choices are not visually grounded, Pass 1 and Pass 2 disagree, and the row depends on unsupported external pairing knowledge rather than the image."
P0,human_llm_disagreement,8228,image000655,test,food_pairings,DROP,KEEP,medium,answer_not_in_image;choices_mismatched;extra_unsupported_target;irrelevant_or_overgeneral_triple;pass_disagreement;unsupported_food_fact;unsupported_pairing,"P1: Cá kho is a plausible Vietnamese pairing but it is not shown or listed; the visible pairing is with dishes like thịt kho trứng, rau muống, tép rang, canh, and xà lách. | P2: Triple is useful for answer D, but includes an unsupported specific dish 'Canh cua' not shown or required by the VQA. | P3: Reject: đáp án Cá kho không xuất hiện trong ảnh, triple có chi tiết không được hỗ trợ, và hai lượt kiểm định trước không thống nhất."
P0,human_llm_disagreement,8669,image000928,test,food_pairings,DROP,KEEP,high,irrelevant_triple;pass_disagreement;unsupported_food_fact;wrong_support,"P1: Question matches the image and description; rau sống is clearly placed with cucumber at the upper left and is the only correct choice. | P2: Triple không liên quan đến nguyên liệu được hỏi là rau sống và còn nêu nước mắm không rõ trong ảnh/VQA. | P3: Answer visually looks correct, but the supporting triple is irrelevant and partly unsupported, and the two verifier passes disagree."
P0,human_llm_disagreement,8725,image000019,test,food_pairings,DROP,KEEP,medium,ambiguous_answer;irrelevant_triples_used;multiple_plausible_choices;pass_disagreement;subject_mismatch;weak_answer_support;weak_vqa_support,"P1: Question matches the image and food_pairings type, but the meat around the dipping bowls is described as thịt nướng, for which both muối tiêu chanh and nước mắm tỏi ớt are plausible/visible accompaniments, so gold A is not clearly unique. | P2: Triple về gà luộc không khớp với món được hỏi là đĩa thịt nướng bao quanh chén nước chấm. | P3: DROP vì câu hỏi nhắm tới thịt nướng nhưng triple lại nói về gà luộc, trong khi nhiều lựa chọn nước chấm đều hợp lý nên đáp án A không được hỗ trợ duy nhất."
P0,human_llm_disagreement,9035,image000128,test,food_pairings,DROP,KEEP,medium,ambiguous_choices;answer_conflict;image_answer_conflict;multiple_plausible_choices;pass_disagreement;triple_not_grounded_in_image,"P1: Question matches the shrimp in the image, but the tray shows brown rice, making A plausible while the gold answer B relies on general tradition rather than the image. | P2: Triple đúng và phù hợp: tôm rim thường được ăn kèm cơm trắng trong bữa cơm Việt, hỗ trợ trực tiếp cho đáp án. | P3: Không nên chấp nhận im lặng vì mâm có cơm gạo lứt rõ ràng, trong khi đáp án B dựa vào kiến thức truyền thống ngoài ảnh và hai pass đang mâu thuẫn."
P0,human_llm_disagreement,9227,image000206,test,food_pairings,DROP,KEEP,high,ambiguous_pairing;multiple_plausible_choices;not_visually_answerable;pass_disagreement;unsupported_triple,"P1: Question refers to the left-side meat correctly, but the asked pairing is not visible and xá xíu can plausibly pair with rice, bánh mì, bún, or xôi, so answer C is not uniquely valid. | P2: Triple correctly supports the VQA: thịt xá xíu is the meat dish on the left and cơm trắng is a traditional balancing pairing in Vietnamese meals. | P3: Không nên chấp nhận vì đáp án cơm trắng không xuất hiện trong ảnh, nhiều lựa chọn đều hợp lý với xá xíu, và hai pass trước mâu thuẫn nhau."
P0,human_llm_disagreement,9254,image000215,test,food_pairings,DROP,KEEP,high,ambiguous_question;invalid_choice;multiple_plausible_answers;non_discriminative_triple;pass_disagreement,"P1: Câu hỏi trộn tiêu chí vị trí phía trên với việc ăn kèm cơm; ba chỉ kho dừa cũng rất thường ăn với cơm, và lựa chọn D không phải món trong ảnh. | P2: Triple đúng và phù hợp: món móng giò hầm củ quả ở phía trên thường có thể dùng kèm cơm trắng trong bữa cơm truyền thống. | P3: Nên DROP vì hai pass mâu thuẫn, câu hỏi mơ hồ và nhiều món trong ảnh đều có thể ăn với cơm trắng."
P0,human_llm_disagreement,9973,image001181,test,food_pairings,DROP,KEEP,medium,ambiguous_condiment;answer_not_visually_supported;knowledge_only_answer;pass_disagreement,"P1: Question matches the boiled pork dish, but the image/description only shows generic nước chấm, not enough evidence to confirm specifically nước mắm. | P2: Triple đúng và hữu ích: thịt luộc thường được dùng kèm nước mắm trong bữa cơm Việt, phù hợp với câu hỏi và đáp án. | P3: Không nên silently accept vì ảnh chỉ cho thấy nước chấm chung, không đủ bằng chứng thị giác để xác nhận đó là nước mắm, và hai pass đang bất đồng."
P0,human_llm_disagreement,10252,image001924,test,food_pairings,DROP,KEEP,high,irrelevant_triple;pass_disagreement;unsupported_answer_support;wrong_support_item,"P1: Question matches the image and qtype; the lower-right side dish is nước mắm tỏi ớt, traditionally used to add seasoning and richness, so D is correct. | P2: The triple is factually related to Mì Quảng pairings but does not support the asked item, which is the dipping/seasoning sauce used to tăng độ đậm đà. | P3: Row should not be silently accepted because the answer may be correct visually, but the only triple supports bánh đa/bánh tráng, not the lower-right nước mắm tỏi ớt."
P0,human_llm_disagreement,10289,image001940,test,food_pairings,DROP,KEEP,high,answerable_without_triples;irrelevant_triple;pass_disagreement;unsupported_food_item,"P1: Question matches the image and description; the meat and cà pháo plate is opposite the bò xào area and pairs naturally with fermented mắm tôm. | P2: Triple không hỗ trợ VQA vì câu hỏi cần xác định thịt luộc và cà pháo đối diện bò xào, không phải quan hệ cơm niêu với cá kho/canh cua. | P3: DROP vì triple không liên quan và có món không được hỗ trợ, trong khi hai pass trước cũng mâu thuẫn rõ ràng."
P0,human_llm_disagreement,10478,image002026,test,food_pairings,DROP,KEEP,high,choice_not_same_type;inferential_question;multiple_plausible_choices;pass_disagreement,"P1: Question and gold answer fit the image, but choice D is an object, not a food item, so the choices are not same-type. | P2: Triple đúng và hữu ích: rau muống luộc thường ăn kèm nước mắm/chén chấm ở giữa, hỗ trợ lựa chọn C trong ngữ cảnh ảnh. | P3: Không nên silently accept vì hai pass bất đồng, đáp án D không cùng loại, và câu hỏi dựa vào suy luận ẩm thực với nhiều lựa chọn hợp lý như cơm trắng hoặc rau muống luộc."
P0,human_llm_disagreement,10515,image002056,test,food_pairings,DROP,KEEP,high,ambiguous_choices;answer_conflict;not_grounded_in_image;unsupported_triple;wrong_condiment;wrong_gold_answer,"P1: Question matches the image, but the visible dipping sauce paired with the fish is nước mắm tỏi ớt, not nước tương gừng; choices also allow culinary ambiguity. | P2: Triple không phù hợp với ảnh/VQA: món chấm thấy rõ là nước mắm tỏi ớt, không phải nước tương hoặc nước tương gừng. | P3: Reject: đáp án gán D không khớp ảnh; gia vị thấy rõ là nước mắm tỏi ớt (A), còn triple về nước tương không được ảnh hỗ trợ."
P0,human_llm_disagreement,10700,image001673,test,food_pairings,DROP,KEEP,medium,ambiguous_pairing;answer_not_image_supported;knowledge_leak;pass_disagreement;triple_not_visually_supported,"P1: Bánh xèo ở góc dưới phải được thấy kèm rau xanh và nước chấm, không thấy rõ bánh tráng; các lựa chọn cũng lẫn thành phần của món khác nên đáp án C không được ảnh hỗ trợ chắc chắn. | P2: Triple is culturally relevant and supports the VQA answer, though bánh tráng is more evident in the lower-left pairing than directly visible in the bánh xèo panel. | P3: Không nên chấp nhận vì đáp án C dựa vào kiến thức/triple hơn là bằng chứng ảnh; bánh tráng không thấy rõ cạnh bánh xèo và hai pass đã bất đồng."
P0,human_llm_disagreement,193,image001287,test,ingredient_category,DROP,KEEP,medium,category_imprecise;gold_answer_incorrect;no_exact_correct_choice;pass_disagreement;unsupported_food_category,"P1: Question matches the top-left dish măng xào, but bamboo shoot is a plant/vegetable ingredient, not specifically a leafy vegetable, so answer D is not correct. | P2: Món góc trên trái là măng xào; nguyên liệu chính là măng, nhưng gán măng vào 'Rau Lá' hơi không chính xác dù phù hợp nhất với đáp án D. | P3: Món góc trên trái là măng xào, nhưng măng không phải rau lá; triple phân loại sai và đáp án D không chính xác."
P0,human_llm_disagreement,290,image001348,test,ingredient_category,DROP,KEEP,medium,category_ambiguous;irrelevant_triples;pass_disagreement;unsupported_food_fact;weak_visual_support;wrong_gold_answer,"P1: The lower-left bowl is chè bưởi, whose key ingredient is pomelo/fruit peel, so the correct category should be C, not D. | P2: Triples point toward the answer but are weak for this image/VQA because the visible chè bưởi components are not clearly đậu xanh and the đậu xanh→ngũ cốc category is ambiguous. | P3: Reject: bát phía dưới bên trái là chè bưởi, nên nhóm chính hợp lý là rau củ quả (C), trong khi đáp án D dựa vào triples đậu xanh/ngũ cốc yếu và không phù hợp hình ảnh."
P0,human_llm_disagreement,382,image001389,test,ingredient_category,DROP,KEEP,medium,ambiguous_target_ingredient;multiple_plausible_choices;pass_disagreement,"P1: Question matches the top soup, but 'thành phần quan trọng nhất' is ambiguous because the dish contains both ribs and leafy greens; both meat and vegetables could be plausible. | P2: Các triple đúng và hỗ trợ trực tiếp: bát canh phía trên là canh rau cải nấu sườn, sườn thuộc nhóm thịt. | P3: Không nên silently accept vì Pass 1/2 bất đồng và câu hỏi mơ hồ: trong bát canh rau cải nấu sườn, cả sườn và rau cải đều có thể được xem là thành phần quan trọng."
P0,human_llm_disagreement,506,image000064,test,ingredient_category,DROP,KEEP,medium,answer_not_visible;category_mismatch;image_evidence_limited;pass_disagreement;protein_mismatch;triple_choice_mismatch;ungrounded_question,"P1: Câu hỏi hỏi nguồn đạm chính nhưng hình không cho thấy rõ thịt/cá; đáp án B không được hỗ trợ bởi ảnh và canh chua truyền thống thường dùng cá/tôm hơn là thịt. | P2: Triple về cá trong canh chua phù hợp với kiến thức món ăn, nhưng gán cá vào nhóm 'Thịt' chưa chuẩn và thành phần đạm không thấy rõ trong ảnh. | P3: Reject: đáp án B không khớp triple về cá, nguồn đạm không thấy rõ trong ảnh, và hai pass trước không thống nhất."
P0,human_llm_disagreement,535,image000078,test,ingredient_category,DROP,KEEP,high,invalid_food_category;main_ingredient_mismatch;misleading_triples;no_correct_choice;unsupported_food_fact;wrong_answer_support;wrong_gold_answer,"P1: Món góc trên trái là ốc nấu chuối đậu có ốc nguồn gốc động vật, nên không thể cùng với đậu phụ được xem là món chay; đáp án C sai và các lựa chọn không có đáp án đúng rõ ràng. | P2: Đậu phụ là thực phẩm chay, nhưng Ốc nấu chuối đậu có ốc nên không thể dùng triple về đậu phụ để kết luận cả hai món đều thuộc nhóm chay. | P3: Gold answer C is invalid because Ốc nấu chuối đậu contains snails, so it is not vegetarian; the supporting triples omit the key animal ingredient."
P0,human_llm_disagreement,558,image000087,test,ingredient_category,DROP,KEEP,high,answer_mismatch;unsupported_food_fact;wrong_gold_answer;wrong_ingredient_category,"P1: Món ở góc dưới bên trái là cá kho cà chua, thuộc nhóm thủy hải sản và nằm đối diện ngang với bát lạc, nên đáp án đúng là D chứ không phải A. | P2: Món góc dưới trái là cá kho cà chua; nguyên liệu chính là cá nên nhóm đúng là thủy hải sản, không phải thịt. | P3: Không nên chấp nhận vì đáp án A dựa trên triple sai: cá thuộc nhóm thủy hải sản, nên lựa chọn đúng là D."
P0,human_llm_disagreement,895,image000282,test,ingredient_category,DROP,KEEP,high,irrelevant_triples;misleading_ingredient_focus;pass_disagreement;wrong_support_category,"P1: Question matches the image and description: the dish lower-left of the central beef stir-fry is bánh chưng, a starch-rich food, so answer A is correct and the choices are distinct. | P2: The triples focus on pork/meat, but the VQA answer depends on bánh chưng as a starch-rich food mainly from glutinous rice. | P3: Không nên chấp nhận vì đáp án A đúng theo hình/miêu tả, nhưng triples_used lại hỗ trợ sai hướng sang thịt lợn/chất đạm và Pass 1, Pass 2 bất đồng."
P0,human_llm_disagreement,945,image001424,test,ingredient_category,DROP,KEEP,medium,ambiguous_category;answer_not_visually_verifiable;multiple_plausible_choices;pass_disagreement;unsupported_food_fact,"P1: The baskets do show gỏi cuốn, but the visible ingredients do not clearly establish animal protein as the core nutritional category; starch from rice paper and fiber from vegetables are also plausible. | P2: Các triple phù hợp để hỗ trợ đáp án C vì gỏi cuốn thường có thịt heo, thuộc nhóm chất đạm từ động vật. | P3: Không nên chấp nhận vì đáp án C dựa vào giả định gỏi cuốn có thịt heo, trong khi hình không xác minh rõ và các nhóm tinh bột/rau củ cũng hợp lý."
P0,human_llm_disagreement,1024,image001479,test,ingredient_category,DROP,KEEP,high,answerable_without_triples;does_not_support_answer;irrelevant_triples;pass_disagreement,"P1: Question matches the image and ingredient-category qtype; hủ tiếu hải sản is the only left-side option primarily associated with seafood. | P2: Triples are about gỏi cuốn and pork, while the correct answer depends on hủ tiếu hải sản being seafood on the left side. | P3: DROP vì triples_used không liên quan đến đáp án Hủ tiếu hải sản và Pass 1/Pass 2 đang mâu thuẫn."
P0,human_llm_disagreement,1091,image001527,test,ingredient_category,DROP,KEEP,medium,ambiguous_choices;category_label_imprecise;irrelevant_or_insufficient_triples;multiple_plausible_choices;pass_disagreement;unsupported_food_fact;wrong_gold_answer,"P1: Món góc dưới bên trái là khổ qua xào trứng, không cùng nhóm thực phẩm với thịt heo luộc; đáp án D nói cùng nhóm nên sai, và các lựa chọn B/C đều có phần đúng về vị trí. | P2: Triple về trứng trong khổ qua xào trứng là đúng, nhưng gán ingredientCategory của trứng là Thịt không chính xác về nhãn danh mục dù có thể nhằm chỉ cùng nhóm đạm với thịt heo. | P3: Reject: đáp án D dựa vào triple sai/không chuẩn rằng trứng thuộc nhóm thịt, trong khi câu hỏi có nhiều diễn giải vị trí hợp lý và Pass 1/Pass 2 cũng bất đồng."
